"","SRR13836064","SRR13836061","SRR13836096","SRR13836086","SRR13836068","SRR13836072","SRR13836094","SRR13836071","SRR13836174","SRR13836161","SRR13836175","SRR13836156","SRR13836177","SRR13836164","SRR13836138","SRR13836131","SRR13836147"
"Faecalibacterium_prausnitzii",0.0724382023604244,0.0176007793335113,0,0.525302529853286,0.160678204266894,0.00596465987118478,0.00915276791866486,0.519712350101133,0.0610777685053389,0.0117738009962755,0.332678214300108,0.143204586756598,0.0290359569159591,0.410852350357545,0.0115670526604414,0.353279825886569,0.211794457418628
"Roseburia_faecis",0.0104849228664157,0.0318809402712835,0,0.064111244455394,0.0160927509581801,0.00425498494507649,0.00140586066115641,0.0125904312791149,0.0894154601125436,0.00305691932026527,0.00333315788796852,0.000154921353786824,0.0395468526152552,0.0188912040154314,0.00472191572215474,0.0151010395729593,0.00731324652347986
"Coprococcus_comes",0.00191542356347058,0,0,0.00485957392348901,0.00975370729658463,0,0.000258435741582407,0,0.00270308762178809,0,0.0061529718323394,0.0144277743216083,0.000853000164865775,0.00511855957597532,0,0,0.000365607761182881
"Bacteroides_faecis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Barnesiella_intestinihominis",0.0204310697760282,0.0399493415139606,0,0.000236747184770164,0.00954853066282291,0,0.000527931380215569,0,0.000882386517159438,0.0343484349072567,0.235117707179298,0,0.0491648208335813,0,0.000293306040331787,6.80943976775771e-05,0.287208771475524
"GGB3746_SGB5089",0,0.000374182643857957,0,0.00973113438805334,0.00012477095335942,0,0.00016308663799845,0,0.00605393108115389,0.000771564738733066,0.000494872635233092,6.2333694883553e-05,0.0080521041086258,0.0131338562721637,0.000854984313170517,0,0.000144006214128502
"Intestinibacter_bartlettii",0.000140588058219758,4.95483403529116e-05,0.000136546549908404,0.00147806956834096,0.000204086181517377,0,0.000977489705376913,0,0,0,0.000133741293694253,0,0.000675508719804659,0,0,0,0
"Desulfovibrio_SGB5077",0,0,0,0,0.000192066003543918,0,0,0,0.00903897658325768,0,0.00942296802533065,0,0,0.00193584148798017,0,0.0136119461827928,0.000415072946894925
"Firmicutes_bacterium_AF16_15",0,9.1165254601511e-05,0,0.0142723783186613,0.00656658821460585,9.74521202703132e-05,0,0.0529177436351782,0.000467404992240566,0,0.0106652912164802,3.53519917756275e-05,0.000456974267001634,0.0241421101618696,0,0.000293364710087633,0.00603524767623234
"Bacteroides_caccae",0.0595902282652953,0.0237832333499848,0.000527931274633467,0.0990006086530583,0.0146560415930043,0.00145106361410602,0.408716913244507,0.00677217528009538,0.0226274623141573,0.000164713244630202,0.020298872761843,0.159291257032879,0.126744480540172,0.0396988281330185,0.0714953370447347,0.000251942345029947,0.0413742569847354
"Ruminococcus_torques",0.0745979685216482,0.00688395386823782,0,0.0169920126392246,0.00280190666214507,0.0256670776393257,0.0249472346252113,0.0342856175713348,0.00387330377534557,0.00488936981398129,0.00197591500933283,0.00309340094056513,0.00964687862791211,0.000242535634637356,0.000868490550620129,0,0.00377243419979531
"GGB9342_SGB14306",0,0.00507522495530145,0,0,0.00342098901488762,0,0,0,0.00224774586772222,0,0,0,0,0,0,0,0
"Clostridium_sp_AF12_28",0,0,0,6.40710945284955e-05,0,0,0,0,6.52919607086274e-06,0,0.00513040602134496,0,0.000960555859829665,0.0067879948167043,0,0,4.31163557415247e-05
"Bacteroides_finegoldii",0.000676246850646668,0,0,0,0.0227052336284209,0,0,0.000411312544603577,0.00189964786857341,0.315559797202842,0.148121652488038,0,0.000197787274740864,0,0.45910883913687,6.91196425446963e-05,0.0205852426530501
"GGB9359_SGB14334",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dorea_formicigenerans",0.00493491418778792,0,0,0.000873583782207161,0.000387836420374283,0,0.000705453490000919,0.0109717234083774,0,0,7.11626089931414e-05,0,0,0.000512107432168386,0,0.00229569781362701,0.000419890690425445
"Veillonella_rogosae",0,0.000820022726210362,0,0.0317385578461384,0,0,0,0,3.47392536854138e-06,0,0,0.00697345007844459,0,0,0,0,0
"Clostridium_sp_1001270J_160509_D11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
