,study_name,target_name,AUC,f1,mcc,accuracy,precision,recall
0,FR-CRC_AT-CRC_ITA-CRC_JPN-CRC_US-CRC-2_CHN_WF-CRC_CHN_SH-CRC-3_US-CRC-3_CHN_SH-CRC-2,CHN_SH-CRC-2,0.6177922077922077,0.2748139409609998,0.07826316534776172,0.5704,0.5253809523809524,0.19272727272727275
