"","SRR13836080","SRR13836083","SRR13836084","SRR13836072","SRR13836096","SRR13836087","SRR13836060","SRR13836071","SRR13836058","SRR13836094","SRR13836073","SRR13836091","SRR13836086","SRR13836066","SRR13836063","SRR13836092","SRR13836174","SRR13836161","SRR13836175","SRR13836156","SRR13836177","SRR13836164","SRR13836138","SRR13836131","SRR13836147","SRR13836176","SRR13836143","SRR13836148","SRR13836145","SRR13836160","SRR13836167","SRR13836137","SRR13836133","SRR13836155","SRR13836135"
"Phascolarctobacterium_faecium",0.000473423773054537,0.00276884607148629,0.00508002657011872,0.0211165290087728,0.000180551258039894,0.341045196202407,0.00527380111917147,0.0041478424975028,0.000830323813735175,0.0980013505135682,0.00771802789997105,0.118162671799131,0.0313736072827255,0.159049005714406,0.313784618897746,0.00137758493431363,0.195763982133972,0.0421957739981845,0.00602931892912547,0.0348812918636529,0.00108331517702238,0.0346593602873379,0.00116217002767928,0.00127281006591532,0.0399655963572076,0.00336779745108006,0.0297935633231069,0.172421194702565,0.0511672906045396,0.000217210954383304,0.199685550609098,0.0835373185822485,0.000615230009858944,0.000284183971985691,0.00129397334107524
"Clostridiaceae_bacterium",0.00123688331095405,0.00370947031513852,0.0399624732703353,0,0,0.000907707243286094,0,0.0217336259060768,0,0,0.00113039473139018,0.00279700518401425,0.0120316209247137,0.0377578835227151,0,0,0.00842528173834408,0.000169035951281428,0.00736257103720329,5.0128177560569e-05,0.000274013048540841,0.0514828038558647,0.000351481976039356,0.00154752629503143,0.0161813734229806,0.00497031188639585,0.00866080018970461,0.00362301738514959,0,0.00721597031912491,0.00786511851200123,0.25989543041348,0.0566510669653595,0.0283343501311255,0
"Faecalicatena_fissicatena",0,0.000355668740031391,0.00206893658729758,0,0,0.00442875666455718,0,0.00122272143286299,0,0,0.000771452818145967,0.00137541670651077,0.0114315854300141,0,0,0,0.00107375047105528,0,0.000160526380841022,0,0.00073878385634491,0.0083698985390002,0,0,0.000832213189574513,0,0.00206423652413228,0,0,0.0103474989895604,0.00757352220008276,0.000766058035710408,0,0.0143523060297922,0
"GGB51269_SGB5062",0,0,0,0,0,0.000598971616684678,0,0,0,0,0,0,0,0,0,0,0.0351795316425524,0,0.000748714644839713,0,0.00106164121873218,0,0,0.0103038002488114,0.00253246084175257,0,0.00296697072333923,0,0,0.00123712079514699,0,0,0,0.00152714209941879,0
"Blautia_sp_Marseille_P3087",0,0.000467122396974941,0,0,0,0,0,0.0069288562549418,0,0,0,0,0.000243422093145817,0,0,0,0,0,0,0,0,0.000504849418078656,0,0,0.000108612625576501,0,0,0,0,0,0,6.92041642505116e-05,0,0,0
"Butyricimonas_virosa",0,0,0.000341211695354492,0,0,0.00644821653239599,0,0,0,0,0.002289314927187,0.0030681571656087,0,0.00324333550429748,0,0.000862530362038135,0.00229917782147466,0,0,0,0,0,0.00227362163659002,0,0.00184838321492699,0,0,0.0232791748309525,0,0,0,0,0,0,0
"Escherichia_coli",0.000662684277358246,0.00615481092354866,0.000378163630652473,1.72054802330956,0.03724039403733,0.00296969489588474,0.0259651767101535,0.00174728603016645,0.287449688935323,0.404660607616334,0.0017623590384558,0.0325670320312747,0.00357500150336393,0.00114983552781796,0.0509978045395973,0.0407261363742754,0.00447530699139226,0.00295565173297411,0.00234143209252529,0.00892270478428137,0.00345549558503994,0.0311032475965332,0.00214708988244892,0.0175467642616042,0.00335326360881531,0.137235428063272,0.0106198701185724,0.291745145142517,0.12027083981617,0.00940785302077664,0.00262937327190265,0.0010595561015186,0.517106464859896,0.000871107156367923,0.00125084869186166
"Streptococcus_thermophilus",0,0,0,0,0,0,0,0.00391260490941175,0.000780375169962966,0.000494640229068126,0,0,0,0,0,0,0,0,0,0,0,0,3.07727970094335e-05,0,0,0,0,0,0,0,0,0.00691690302633646,0.00157125160503186,0.000895391605926926,0
"Bacteroides_stercoris",0.0240766531877471,0.0304186854021248,0.00311254970980946,0.0129409817476038,0.0018404039705891,1.07059015618429,0.000738923955520418,0.000960707378097063,0.00062825996019621,0.00438481580635725,0.0159767782396836,0.00792230821737648,0.00110215842194239,0.0903162148311849,0.00599070584762698,0.00150665212938453,0.0091960384579551,1.84149612046365,0.431105584043444,0.200348181525435,0.232896450478147,0.000221465250409197,0.00436637527937289,0.00591971546921013,0.0745496266069775,0.0331448681530692,0.103853651262356,0.004100022690348,1.20845907124652,0.00567637792824318,0.0197593926198653,0.0485899728169049,0.0050831902581742,0.000314812616225254,0.232795604599947
"GGB9747_SGB15356",0.011673239101349,0.04850764040818,0,0,0,0,3.66897441320545e-05,0,0,0,0.0447479340695421,0,0,0,0,0,0.0449047911809073,0,0.000683227837942228,0.000216263720217133,0,8.31969743603342e-06,0,0,0.0720323219806009,0,0.0640670990059354,0,0,0,0.0117092394550574,0,0,0.0393576862741773,0
"Clostridiales_bacterium_KLE1615",0.000184033378511662,1.80664937252789e-05,1.37120450187113e-05,0,0,6.49739296014979e-05,0,0,0,0,0.000660514249085393,0.000638233172050545,0.0024255504570365,0.00734324700197171,0,0,0.00107423242288926,0,0,0,4.62218501468175e-05,0.00376228601870797,0,0.00512416866187205,0.00143418787621498,0,0.00278281718060831,0.00197383661428178,0.000243829871919205,0.00848121179638226,0,0.011191569845089,0.00105845366384979,0.000144646309859874,0
"Blautia_faecis",6.08950065624155e-05,0.00273753975012918,0.000511779193473595,0,0,2.04296113685622e-05,0,0.0148145049392348,0,0,0.000180881324422575,0.00529162427810121,0.00571359724679357,0,0,0,0.000444580320248344,0,0.000202089558143776,0,0.000263099056114694,9.53724345620781e-05,0,0.00123253032391509,8.36036570860859e-05,0,0.000238657005242418,0,0.00024751183674138,0.00505751425085585,0.0005322334501511,0.00781340840348784,0.0144337181817178,0.000169568675913827,0
"GGB9512_SGB14909",0,0.000241943134096083,0,0,0,0,0,0,0,0,0.000111315379188187,0,7.44213953824971e-05,0,0,0,0,0,0,0,0,0.00344906538001654,0,0,0,0,0,0,0,0,0,0.0202826406087204,0,0,0
"Candidatus_Cibionibacter_quicibialis",0.0317445204120618,0.00489500614667134,0.00660088109150911,0.000833112827344473,0.0493837079943964,0.00168820364590841,0,9.12310649085684e-05,0,0.000144287254093455,0.00286219566973311,0.0193904661052004,0.00144898127098054,0.000155160133411667,0,0,0.00110182146312943,0,2.93957463155949e-05,0.000597269150315933,0.0133107608838484,0.0135026459774945,2.65584629090575e-05,0.0192667632470736,0.00690885647492513,0,0.00635619595785873,0,0.00107018332146097,0.0506612660064364,0.0185594145048426,0.145249965122897,4.93447729888619e-05,0.182170716174344,0.000846852040915656
"Blautia_obeum",6.26306900785105e-06,0.000725610220563276,0.000121144632583791,0,0,1.21829040557017e-05,0,0.0101257703008739,0,0,0.000115183816451555,0.00113811596448323,0.0158323053991972,0.000367714141302677,0,0,0.000286999941933924,0,0.0056818066083735,0,0,0.00750542155201602,0,0.000790821747489995,0.000370707429851644,0.00981608144096021,0.00209869798974163,0,0,0.00723188080500693,0.00168415082613774,0.00103304746160058,0.000172181389332247,0.00119468184068746,0
"GGB9635_SGB15106",0.0128628013978606,0,0.000139919707587619,0,0,0.00443362762303801,0,3.75293182816882e-05,0,0,1.05532877278022,0,0,0,0,0,0.369095647165761,0,0.00728210584169193,0,0,0,3.29324018622477e-05,0.000193081354305087,0.470456132701808,0.000132660560906822,0.000559757420960082,9.49296278767171e-06,0.00038329868697594,0,0,0.000205583730563831,0.000102675222005652,0,0.000247042576007073
"Coprobacter_secundus",0.000385846482552087,0,0,0,0,0.000629614784297479,0,0,0,0,0,0,0,0,0,0,0,0.00123302817841813,0.000795562136844443,0,0.0162300943523405,0,0,0,0,0,0,0,0,0,0.000239018613319039,0,0,0,0
"Anaerostipes_hadrus",0.000671924106423112,0,0,0,0.00316015609638258,0,0.000685186690006109,0.00585205143269251,0.00318820183212023,0.00190405575064472,0.000129189244777166,0.000394869265239989,0.00618897523214476,0.0288955046011017,7.20802638960936e-05,0,0,8.02078681597399e-05,0.0102011372661819,0,0.00209113314578616,0.000525682836987302,0,0.000876682342523391,0.000502860079476178,0,0.00122009706969771,0.000330661524956497,0,0.00718511660687036,0.00156746786705249,0.00246151815701211,0.00452893495723712,0.00017438730454364,0
"Lachnospiraceae_bacterium_AM48_27BH",0.00256849416323959,0,0.00063237743026255,0,0,0,0,0,0,0,0.000249960955010305,0.00161034046547939,0.00113467866498693,0,0,0.00378418688187282,0.000787895537975354,0,0.00507657771593442,0,3.42477124043328e-05,0.00933820538245226,0,0,0.00575217615093541,0,0.0123212347970922,0.00387645557763741,0,0.00126558625034717,0.00228067871350038,0.00755992416115893,0.00142931622388111,0,0
"Blautia_sp_MSK_20_85",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000444032129954794,0,0,0,0,0,0,0,0
"Bacteroides_salyersiae",0.0876921651756671,0.113957928086396,0,0,3.89198598678309e-05,0.0015718709401384,0,0.000929139234690202,0,7.94741841109871e-05,0.000274757181896253,0.00375037808938448,0.0206034922352208,0,0,0.071752578848994,6.02218264163592e-06,0,0,0,0,0,0.0326203138058682,0.00018991351181441,0,0,0,0.00369592476602344,0,2.00891007700829e-05,0,0,0.0881174520918091,0,5.61143374557148e-06
"Fusicatenibacter_saccharivorans",0.0065451781156828,0.000533988215965137,0.0014298646752734,0,0,0.000581110543255262,0,0.00157826007735533,0,0,0.00220316589467589,0.00699521081541352,0.011141489597574,0.0664314957131085,0,0.00297621308323883,0.00128985985576634,3.74053100186694e-05,0.000555110697362301,0,0.000522618597418674,0.00432409511637956,0,0.00900252235823374,0.00170123173380382,0.00553813129184703,0.0377782503658075,0.000619526385462886,0.00372738718412339,0.100976111226573,0.00112398317810561,0.0173763954246309,0.00475647644261959,0.000391477826081547,0
"Anaerobutyricum_hallii",0.000479355193603384,0,2.56987324571485e-05,0,0,0,0,0.00315089253311871,0,0.0016730247308247,0.000242194842126406,0,0.00204179415635319,0.00655927333491789,0,0,1.81546113567702e-05,0,0,0,5.72368501692535e-05,0.000522254611219012,0,0,3.04662743540148e-05,0,0,0,0,0.00192847994770141,3.31764392420102e-06,9.60537276124901e-05,0.00258574339647601,0.000175359812243912,0
"Clostridium_fessum",0.00578495547038345,0.000863357183369892,0.00544831505862878,0.0012290592267327,0,0,0,0.00440369216756361,0,0.00694686642528281,0.00155125911128011,0,0.00131955759868775,0.143458592696192,0,0.0554636372333063,0.0121667600148184,0.00135138077793259,0.0174295894050595,0.00971411075369518,0.00294959039928532,0.00525165749327724,0.00081417390755862,0,0.000590583891028022,0,0.0200558761656882,0.0007974733486024,0.0220647572991094,0.012135156053038,0.0208763839700011,0.0141946398157538,0.00417772158229823,0.00614385654408017,0.0732903077433831
"Lachnospira_eligens",0.00540041497827582,0.00331885179045354,0.0331186882204992,0,0.0259256218033794,0.000701539601499275,0,0.00458466011459142,0,1.24401141481506e-05,0.0157060519096128,6.4096175611823e-05,0.0284403609431409,0.00708292991893093,0.000453895911575493,0.00378161380640807,0.000832119300048826,6.10459251468535e-05,0.00459684755425762,0,0.00490888906500135,0.0187728450242305,0,0.0138730273302292,0.000939302201294571,0.0170797841300532,5.97501300879934e-05,0,0,0.00422570627460821,0.128629636179017,9.11418827556924e-05,0.0133882578296198,6.27160493019668e-06,0.0006275404947459
"Clostridium_sp_AF34_10BH",0.00142229757361452,0.019280968574392,0.0045993707053567,0.000225592252139341,0,0.000853792957756222,0,0.000193018577553356,0,2.97775086554161e-05,0.0117122509187728,0.00187745973277281,0.0562317982937119,8.34603434781075e-05,4.04606145783901e-05,0.000649597827331272,0.0329611013608122,0,0.0409318666403488,0.00015764518266608,0.00128773948567256,0.0167330411906805,0.00175380607302717,0.0316214401941384,0.000733036683693708,0.0620848348553159,0.00594947478763531,0.00868168586478877,0.00316368440897384,0.0130809898669573,0.100153701791496,0.0433349690719992,0.0496175235272165,0.0183033307342474,0.000849468600496728
"Eubacterium_sp_AF16_48",0,0.00728861538223859,1.75129079418159e-05,0,0,0,0,0.00711345915687471,0,0,0,0.00175376463055732,0,0.036710201278569,0,0,0.0206527648702787,0,0,0,0,0,0,0,0,0,0.000419869263007432,0,0,0,0,0.0170656098189689,0,0,0
"Lachnospiraceae_bacterium_BX3",0,0,0.000219740235511566,0,0,0.000136861730404235,0,0,0,0,0,0,0,8.01784158178115e-05,0,0.00161071950245707,0.0039558685943793,0,0,0,0.000620009959303518,0,0,0.002748161891656,0.000428212642399369,0,0,0,0,0,0.00962484519481391,0,0,0,0
"Streptococcus_salivarius",0.00259677967629424,0.0156182658274851,0.000476738392810037,0,6.11360634576152e-05,0.00217584824430178,0,0.000429935395396677,3.40464528569472e-05,0,0.000411730003832361,0,0.00217812781416007,0,0,0.000377589160049725,0,0,0.000388375946500584,0,0,5.21953293421653e-05,0,0,0,5.40776899407886e-05,0.00035953759845543,0,0.000152800601640317,0,7.54156136933579e-05,0.00300155583078578,0.000402018582960134,0,0
"Clostridiaceae_unclassified_SGB4771",0,0,0,0,0,0,0,0,0,0,0.000724086857595045,0.000186162198755822,0.000228152957312568,0.00233457549931475,0,0,0.000345252166433159,0,0,0,0,0,0,0,0,0,0.00015982084393535,0.000544161980984917,0,0,0.000344762499294418,0,0,0,0
"Haemophilus_parainfluenzae",0,0.00121743200817555,0.000795938885765294,0,0.000576590229290597,0.00261038006802467,0.00771831057176758,0,0.00488211523199143,0,0.00361256473589922,0,0.00104924229186644,0,0.00619449095028297,0,0.00191441131744827,0.000176672427794165,0.0161128379076976,0.00666631006638626,0,0,0,0,0,0,0.000873255101315921,0.00115786493003673,0,0.000139859881573573,0.00915632628465284,0,0.00013465702475582,0,7.20746773366111e-05
"Bacteroides_clarus",0.00186403761094139,0,0,0,0,0.00294304357219446,0,0.00580022244936934,0,0,0,0,0.0902961962546027,0,0,0,0,0,0,0,0,0,0.0242679317517411,0,0,0,0,0,0,0,0.00012996156524841,0,0,0,0
"Roseburia_hominis",0.00539822832546042,0.00660561610300443,0.00633911317957472,0.000191424847937474,0.0262119892395657,0.000673147235589024,0,0,0,4.24362753963947e-05,0.0132857446145831,0.00239623790137857,0.00163075685322399,0.0132117944847955,0,0.0786853868410027,0.0117235710743509,0,0.00152651820468141,0,0.0165541770465395,0.0352703492962377,0.0033758052272935,0.0165185101603798,0.00707533892683709,0,0.051038043629027,0,0,0.00386237708932174,0.00553272863081224,0.00415051246996747,0.00466069274512104,0.00456674022129379,0
"Blautia_SGB4815",0,5.27501559533089e-05,0,0,0,0,0,0,0,0,0,1.96379723643597e-05,0.00289275413343494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000715569248668653,0.000122371700012612,0,0.00140665245592685,0,0
"Parasutterella_excrementihominis",0.00139100926571441,0,0,0,0,0.000347919867457732,0,0,0,0,0.00260590068913715,0,0.0139301372152066,0,0.000501322880870247,0.000490824299187813,0,0,0,0.0766692706378095,0.0147440341932911,0.00545866814139869,0,0,0.00402820027145215,0,0,0,0.0589757404615301,0,0,5.09803998077964e-05,0,0,0
"GGB9712_SGB15244",0.00505781087702216,0.00349629560196893,0,0,0,0.00827535773094903,0,0,0,0,0,0.0999171435378832,0,0,0,0,0.0041770531645792,0,7.82955588468499e-05,0,0,0,0,0,0.0116338691236718,0,0,0,0,0,0,0,0,0,0
"Clostridium_sp_AF20_17LB",0.00139771528192865,0.000115141108512176,0,0,0,0,0,0.00083649682995811,0,0,9.5249930729323e-05,0.000624911887119924,0.000186198830440575,0,0,0.000689553008126328,0.000416981725529076,0,0.000644020241792037,0,0.000425205115014652,0.000837278120162492,0,0.00753694258173643,0,0,0.000345855963045565,0,0,0.000825828391308819,0.00871953867961828,0.00766585078051981,0.0018690738478281,0,0
"Clostridium_sp_AM22_11AC",0.00375378438798393,0.000236312231185391,0.024198236951548,0.00131247905118299,0,0.000203010269630865,0,0.00108068437511616,0,0.00475515010247379,0.000675615047849561,0.00330348572136257,0.0011966600084717,0,0,0,0.00114625216980154,0,0.0459987470436488,0.00693229611569074,0.000350612150680635,0.00770376116333807,0,0,0.000398999883406112,0,0.000808540289411029,0.000419956013284091,0.0238408314527676,0.0030568851001715,0.0178908723571702,0.0148625942195178,0.00117713209781793,0.0140804760017896,0.00767499468475473
"Clostridiaceae_bacterium_AF18_31LB",0.000273796156615402,4.88362459644053e-05,0.000309973318607418,0,0,2.07992155104188e-05,0,0,0,0,0.00048963688772155,2.16814304405116e-05,0.000628751248806251,0,0,0.0124432616558242,1.45228308047288e-05,0,0.00356046740934742,0,6.49944586452833e-05,9.05204835946342e-05,0,0,0,0,0.00143788786429782,0,0,0.00149496492802979,0.00620819317988621,0.00194456414411874,0.000599222118701683,0.0028657834338849,0
"Clostridiaceae_bacterium_Marseille_Q4149",0.0058493708145787,0.0248068538537579,0.00390414441112899,0,0,0.00741453523669987,0,0.00049888775911477,0,0,0.000968110903725976,0.0355175845146416,0,0,0,0,0.0030177972075246,0,0,0,0,0,0,0,0.00144958413577007,0,0.00305708687458216,0,0,0,0,0,0,0.0490252467213865,0
"Collinsella_SGB14861",0.00193650240308597,0.00292008445837625,0.000105107831940008,0,0,0.000148840327542923,0,0,0,0,0,0,0,0.00453513071009679,0,0,0.000739314688162673,0,0,0,0,0,0,0,4.56259541160916e-05,0,0,0,0,0,0.00440831296303648,0,0,0,0
"Lacrimispora_celerecrescens",0,0,0,0,0,0,0,0,0,0,2.41129855554769e-05,0,0.000452410364472586,0.00413679058093801,0,0,0,0,0,0,0,0.00255802218879954,0,0,0,0,0.000635580627127656,0,0,0,7.94741841109871e-05,0,0,0,0
"Roseburia_sp_AM16_25",0,0,0.00572744033051791,0,0,0,0,0,0,0,0,0,0.000455102350500967,0.00961384520389717,0,0.0177643044974515,0.000350610828602305,0,0,0,0.000267070286137839,0,5.89269684525594e-06,0,0.000870002207779042,0,0.000544943962258381,0,0,0.00307262129234319,0.0036906793090274,0.00797877538285053,0,0,0
"Clostridium_sp_AF36_4",0,0,0,0,0,0,0,0.00327712593669491,0,0,0.0109200814488035,0.00309531247715791,0,0,0,0,6.33664698394654e-05,0,0.0258041663038928,0,0.0209604597372532,0,0,0.12023405536419,0.0080904834338237,0,0.0165261949765844,0,9.91048166217718e-05,0.000780118865487637,0,0,0.00132630786590152,0.0131736091724313,0
"Oscillospiraceae_bacterium_Marseille_Q3528",1.20268056698027e-05,6.70255421796359e-05,8.19577966133245e-05,0,0,0,0,0,0,0,0.000184994411808873,0,0.000887691199920018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000820909753256952,0.00036964644475696,0,0,0
"Dysosmobacter_sp_BX15",0.00457067956119988,0.021723508842138,0.00481491263582411,0.000481720850073338,0,0.0697731109299514,0,0.000658019793596499,0,0,0.0302061782057473,0.0146312352098096,0,0.00204841610759293,0,0.039817162313342,0.051419593214091,0,0.00342665390678129,0,0.022882889809693,0.0266495772422177,0.000111440233433997,0,0.107182162175172,0,0.106034700072419,0.00592783156901701,0.000132110302307331,0.00949033223131811,0.00428567679484945,0.0100392973568622,0,0.00373025638922018,9.64567015331913e-06
"Coprobacter_fastidiosus",0.00211901875609891,0,0.000256488822251077,0.00832377263315003,0,0,0,0,0,0,0.000109586219445028,0,0,0,0,0,0.00622674319717557,0,0,0,0,0,0,0,0.0100428952954817,0,0.219540348188235,0.00990417779235612,0,0,0.00178043740105683,0,0,0,0
"Coprococcus_catus",0,0.000152165486548467,0.000805309818522971,0,0,0,0,0,0,0,6.76866366399965e-05,0,0.000575226660567971,0,0,3.25127771527908e-05,0,0,0,0,0,0,0,0.00153108496115187,0,0,0,0,0,0.00377525947431764,0.000464130650409259,0.00444429397128335,0,0,0
"Butyricicoccus_sp_AM29_23AC",0,0,0.028254476718386,0,0,0,0,0,0,0,0.00175048972507362,0.000967651232099391,0,0,0,0.00677997608771421,0.00509879216140841,0,0.000666812892580704,0,0.000939631461695909,0,0,0.00524872986903878,0.00269725052223849,0,0.000874261066696093,0,0,0,0.037532412849583,0,0,0.000427942412900325,0.00170164904675089
"Dorea_sp_AF24_7LB",0,0,0,0,0,0.000218527880451961,0,0.000815108850198235,0,0,0,0.000731685296106011,0,0.00449360312881354,0,0,0,0,0,0,0,0,0,0,3.99336778530063e-06,0,7.10876607078426e-05,0,0,0,0,0,0,0,0
"GGB2982_SGB3964",0.0054246483283861,0.00110306089209857,0.000907117110017937,0,0,0,0,0,0,0,0.00195898975350181,0.00208042067977676,0,0.00490645598204177,0,0,9.42096009012323e-05,0,0.000265031833434294,0,0,0.00254596075357386,3.29324018622477e-05,0,0.00137748906077907,0,0,0,0,0,0.0002186772932622,0.00123874828669647,0,0,0
"Coprococcus_SGB4669",0,0,0,0,0,0,0,0,0,0,3.60350298549197e-05,0,0,0,0,0,0,0,0,0.000553170190143787,0,0.000256496415238726,0,0,4.47020097633323e-05,0,6.50902719502403e-05,0,0,0,0.00149103854648882,0,0,0,0
"Faecalibacterium_SGB15346",0.014025847378872,0.0192638887784383,0.00447560809716663,0.00156113450033449,0,0,6.43044741197612e-06,0.000424634533778962,0.000228350422060818,7.24271129666516e-05,0.0161770351081048,0.0201921613366163,0.0762641479770922,0.000405832378919296,1.91869306878186e-05,6.76986826514219e-05,0.00669044773388197,0.00013605851556088,0.0236341090166442,0.000333529691899601,7.91087124827256e-05,0.0144511994249544,0.00161701690094625,0.000714523726010038,0.0344570305643164,0,0.0558845329816678,0.00141504594900885,0.00544772569025339,0.0302489223492864,0.003877570548835,0.0132440452344236,0.131759485451571,0.336073817640835,0.00450448379690159
"Catenibacterium_SGB4425",0.0188061835118284,0,0,0,0,0,0,0,0,0,0,0.00281239704081882,0,0,0,0,0.00126576008602792,0,0,0,0.00107353597693758,0.00476557878902301,0,0,0,0,0.00492595768933345,0,0,0,0.00108783532083993,0.119505167471299,0,0.00469739941467241,0
"Clostridium_sp_AF34_13",0,0,0,0,0,0,0,0.00212242833386341,0,0,0.00156437575034233,0,0,0,0,0.000140311792716232,5.17925679964482e-05,0,0,0,0,0,0,0,0,0,0,0,0,0.00310031954959564,0.00692968027436468,0,0,0.000330200892731133,0
"Eubacterium_ramulus",0.00126750270127939,0.000162056022696943,0,0,0,0.000547734682792584,0,0,0,0,2.61897676842362e-06,0.00209444226380769,0.00183837956103199,0.00255559416449695,0,0.000296531694525494,0,0,0,0,0,0.000803268266127793,0,0,0.000119336146818886,0,0.000149026104162442,0,0,0.00207536075893587,0.000681501778640926,0.010706415496106,0.000865575743109661,0.000299801313637948,0
"Clostridium_saudiense",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000794990805282951,0,0,0,0
"Alistipes_shahii",0.11128935268431,0.334772932508533,0.0158051589150267,0.0220252661906379,0.000198607205172848,0.0377733469130745,0,0.0137933714403798,7.83727366194516e-05,0.000737734448158046,0.0293447298156279,0.117111270451389,0.167044791851006,0.0326400935347755,3.75292920108831e-05,0.00115976146858227,0.107165727786193,0.000312884086190341,0.249131783120022,0,0.364994964951375,0,0.00265372986687278,0.0016916278947365,0.102180941542905,0.00260553303637868,0.00099753047696345,3.73201446487958e-05,0.00232320492425878,7.29368304953823e-05,0.0361186199458376,0.00407283262344516,0.000198989866329236,0,0.000439462101491055
"GGB80011_SGB15267",0.089520039096278,0.00501541509151401,0,0,0,0,0,0,0,0,0.00768130282840935,0,0,0.000248249783813253,0,0,0.00156343902253383,0,0,0,0,0.000589161775157117,0,0.0170909068394486,0.00295556265519997,0,0.00281581085794606,0,0,0,0,0.00222743987167563,0.000207199019225343,0.0196215946772036,0
"GGB9767_SGB15385",0.00669637045421152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000217628585244317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GGB2653_SGB3574",0.00161967474667434,0,0.00101183913783418,0,0,0.000291979891877011,0,0.00203196467757785,0,0,0,8.22342076485192e-05,0,0.000256315453602271,0,0,0,0,0,0,0,0.000550715806317722,0.000484276553611845,0.000326561687749134,0,0,0.000391461891766862,0.00239845028870994,0,0,0.00074472127665501,0.00211148398055752,0,0,0
"Clostridium_sp_AM33_3",0.00183691814500537,0,0.00556707549880904,0,0,0,0,0,0,2.81194046190231e-05,0.000464062021086452,0.00162817037744059,0.00128741526043504,0,0,0,0.00368315207795465,0.000167391116705118,0.00728338609836851,0.00323541550621334,0,0.00265040338548887,0,0,3.50667356015388e-05,0,0.000135746196345602,0.00200743532867804,0,0.00082234225040807,0.00727509519400786,0.00504309758137906,0.00066210876344948,0,0
"Blautia_massiliensis",0.00248082104654645,0.000203950021808921,0.000152315482286611,0,0,0,0,0.0698426467406446,0,0.00167788439365025,0.0023609150505255,0.00177736018900878,0.00858751943186057,0,0,6.36091920178972e-05,0,0,0.00471767195142928,0,0,0.00204597148429975,0,0.000141878522790896,0,0,0,0.00227647691416526,0,0.00562184347464386,0,0.000913642490944004,0.00380377827576036,0.000774776708924413,0
"GGB9708_SGB15233",0.00593359716860221,0,0.000125445524183338,0,0,0,0,0,0,0,0.0123964645402993,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0498446087645508,0,0,0,0,0,0,0,0,0.253312304358691,0
"GGB14025_SGB14906",0,0,0,0,0,0,0,0,0,0,0,0,0,3.26957599990741e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lacrimispora_amygdalina",0.00214998058752118,0,0.000294019016047707,0.000273367715462825,0,0.00834181108370427,0.00568824244160515,0.00041029062634745,0.0167136673534449,0.00124427931007516,0.00127707022810515,0.0116732137866124,0.00107461184398167,0.00274769278581585,0,0.462112786154488,0.00327170337228617,0,0.0045879857527992,0.000744266780190891,0.00121453818046067,0.013406935826619,0,0,0,0,0.00118382133067357,0.000768810431783669,0,0.00588838906028359,0.00827374749695349,0.00357476520167694,0.000380753143698671,0.00292506211917931,0.000669592457340787
"Blautia_glucerasea",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000413541519885103,0,0,0,0,0.000285477056053659,0,0,8.18676437289352e-05,0,0.000141098908580226,0,0,1.60204511395555e-05,0.000163472326580993,0,0.00166460537377528,0,0
"Bifidobacterium_catenulatum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Agathobaculum_butyriciproducens",0.00300234624557133,0.000201706759951227,0.0133963966947814,0,0.000455956674300957,0.000617340990125411,0,0.00555404829728416,0,0.00478789899949358,0.00152332491059505,0.000481604057816209,0.00284377925412361,0.0246360601583179,8.25288459595801e-05,0.00269311281800455,0.0038159397288392,0.00013653549281907,0.00924377482427898,0.00548739884570753,0.0013343710034882,0.00287733532371651,0,0.00712741253354999,0.000310103854886271,0,0.00138553689794804,0.000578193398744465,0.000112478931340789,0.0185772122587392,0.00944948047648005,0.00187483070346326,0.00191196234796172,0.00336149100400529,0.000384124807723346
"Alistipes_onderdonkii",0.0151754366512515,0.463357458011024,0.0136274262429062,0.000511011954643909,0.000178050940917362,0.142599447375375,1.47485361098082e-05,0.0544526060210938,3.23467989480046e-05,0.0010825972119499,0.0694346952438736,0.159107737407717,0.190561228914461,0.00598824202086961,0.324439655260897,0.0490739657993222,0.0246568094056218,0.127159107684715,0.0264443768996493,0.000155739459190736,0.00329079517007436,0.104799920987479,0.00194819304287626,0.000499037177448473,0.00629436345625434,0.0108866640752499,0.000543432215872662,0.113174178778843,0.00114927951499382,0.00414046336009732,0.00641087096495234,0.00535873954759197,8.61265981152843e-05,4.8388357207893e-05,0.00073648153462344
"GGB80140_SGB15224",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00079373655305645,0,0,0,0,0,0,0,0.000217572912888706,0,0,0,0,0,0,0,0,0,0
