,study_name,target_name,AUC,f1,mcc,accuracy,precision,recall
0,FR-CRC_AT-CRC_ITA-CRC_JPN-CRC_US-CRC-2_CHN_WF-CRC_CHN_SH-CRC-3_US-CRC-3_CHN_SH-CRC-2,CHN_SH-CRC-2,0.6092307692307692,0.29196171802054155,0.14057506358812666,0.5672000000000001,0.622,0.195
