"","SRR13836088","SRR13836076","SRR13836083","SRR13836070","SRR13836086","SRR13836068","SRR13836077","SRR13836099","SRR13836098","SRR13836152","SRR13836178","SRR13836143","SRR13836172","SRR13836139"
"Ruminococcus_bicirculans",0.0179395536278662,0.811623149035206,0.0012446973415751,0.000179430397132426,0.000172821114335388,0.0401127938702127,0.919392468831202,0.0136814968581577,0.0165273470724893,0.00110941152910955,0.412644255552253,0.0472150962834913,0.334950377607629,0.0313658795282717
"Bacteroides_ovatus",0.100977405206137,0.0172102216906591,0.132853949382702,0.0649130351583851,0.0835901310179662,0.0775078315904477,0.0381319152818821,0.0475981890837652,0.00736443260259352,0.0176891734012665,0.368969410705002,0.0223441370846919,0.0520327275201128,0.134447113749682
"Lachnospiraceae_bacterium",0.000156619291481329,0,0,0,0.00695754949196246,0,0,0,0,0,0.000142089383533177,0.000406183948214358,0,0
"Faecalibacillus_intestinalis",0,0.00123953463111268,0.000591117103565869,0,0.00151446752063254,0.000544624850651486,0.00652816518691289,0.00142755181050827,0.0551631369241816,0.00964989879301371,0.00285904928617456,0.00186380013103275,0.000572618154517214,0.000353600955448188
"GGB3612_SGB4882",0,0.00210346821736795,0,0,0,0,0,0,0,0,0,0,0.0545398954395908,0
"Blautia_wexlerae",0.00343104296516402,0.00350234415346234,0.00147120442702716,0.0548126074667597,0.0553803524761567,0.00722999088289056,0.00170314362832356,0.0261319410546648,0.0448229327279248,0.0235454720309179,0.0158517255254105,0.00468917508904639,0.0048809626743996,0.0581395565773968
"Eubacterium_siraeum",0.0384613768991637,0,0,0,0,0,0,0,0,0,0,0,0.0891756303967258,0
"Eubacteriaceae_bacterium",0.00685555487007842,0,0.000293799947050707,0,0.00305082460882136,0.00149233610898434,0,0,0.00119629645381174,0.00826521623825324,0.00188506353413397,0.00929358300244119,0,0.0264252590930671
"GGB3653_SGB4964",4.61026490288456e-05,0.00134832149123424,0,0,0.00495927622266193,0,0,0,0,0,0,0.00602738307504618,0,0
"GGB3614_SGB4886",0,0,0,0,0,0,0,0,0,0,0,0.00527049203482639,0,0
"Staphylococcus_SGB6340",0,0,0,0,0,0.00275718465546874,0.0049825621597443,0,0.00978229334809446,0,0,0,0,0.0598183833495458
"Parabacteroides_merdae",0.175291205846947,0,0.075326565810172,0.0601831017959043,0.000301577962315826,0.052293335928554,0.000246359683670864,0.188159707687543,0.00875207507614505,0,0.00011707280312798,0.20275545891503,0.0420888555615061,0.137758940421216
"Phascolarctobacterium_faecium",0.0157293234145873,0.032805871487883,0.00227657412904516,0.866602603820258,0.03833772214168,0.00128662147014321,0.430430667599082,0.0331658880316931,0.0117943345208059,0.0782016845976913,0.748544043098479,0.024278541683425,0.038741682796081,0.00103224755685908
"Clostridiaceae_bacterium",0.0125405848549944,0.042886181618354,0.00483483155949708,0.0154080468412229,0.0285502329329146,0.00142257542232476,0.0150903465436968,0.0182249679768388,0.245783891412348,0.0507366113904363,0.0252752545797046,0.0102055522593629,0.00189265733644733,0.00149506094552424
"Faecalicatena_fissicatena",0.0223659621575024,0.0143709126018633,0.000886937849051593,0.00340769309925263,0.0183772728696787,0.000225390671091337,0,0,0.0145209136667155,0,0.00975633562670099,0.00401019971504349,0.045317375022149,0.014250190927407
"GGB51269_SGB5062",0.00299559351243827,0,0,0,0,0,0,0,0,0.0492092980955194,0,0.00680948325585257,0,0
"Blautia_sp_Marseille_P3087",0.000147843306590388,0,0.00232338873919143,0.000173733214181177,0.000521484389166685,0,0,0,0,0,0,0,0,0
