feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
Ruminococcus_bromii	Group	CTR	2.15573549349591	0.579497264736323	36	25	0.000716728973605427	0.218839995120779
Phocaeicola_vulgatus	Group	CTR	-5.45770295281388	1.59135299463187	36	28	0.00160193419362667	0.218839995120779
Lachnospira_sp_NSJ_43	Group	CTR	2.43656571092203	0.747769495820341	36	11	0.00254465110605557	0.218839995120779
Odoribacter_splanchnicus	Group	CTR	-1.62582637558861	0.487464239120058	36	31	0.00206964091143949	0.218839995120779
Mediterraneibacter_glycyrrhizinilyticus	Group	CTR	2.99793601999944	0.953297512490488	36	13	0.00344207986660788	0.236815094822622
