	taxa_id	W	detected_0.9	detected_0.8	detected_0.7	detected_0.6
56	Parabacteroides_merdae	0	FALSE	FALSE	FALSE	FALSE
57	Phascolarctobacterium_faecium	0	FALSE	FALSE	FALSE	FALSE
58	Clostridiaceae_bacterium	0	FALSE	FALSE	FALSE	FALSE
59	Faecalicatena_fissicatena	0	FALSE	FALSE	FALSE	FALSE
60	GGB51269_SGB5062	0	FALSE	FALSE	FALSE	FALSE
61	Blautia_sp_Marseille_P3087	0	FALSE	FALSE	FALSE	FALSE
62	Butyricimonas_virosa	0	FALSE	FALSE	FALSE	FALSE
63	Escherichia_coli	0	FALSE	FALSE	FALSE	FALSE
64	Streptococcus_thermophilus	0	FALSE	FALSE	FALSE	FALSE
65	Bacteroides_stercoris	0	FALSE	FALSE	FALSE	FALSE
66	GGB9747_SGB15356	0	FALSE	FALSE	FALSE	FALSE
67	Clostridiales_bacterium_KLE1615	0	FALSE	FALSE	FALSE	FALSE
68	Blautia_faecis	0	FALSE	FALSE	FALSE	FALSE
69	GGB9512_SGB14909	1	FALSE	FALSE	FALSE	FALSE
70	Candidatus_Cibionibacter_quicibialis	0	FALSE	FALSE	FALSE	FALSE
71	Blautia_obeum	0	FALSE	FALSE	FALSE	FALSE
72	GGB9635_SGB15106	0	FALSE	FALSE	FALSE	FALSE
73	Coprobacter_secundus	0	FALSE	FALSE	FALSE	FALSE
74	Anaerostipes_hadrus	0	FALSE	FALSE	FALSE	FALSE
75	Lachnospiraceae_bacterium_AM48_27BH	0	FALSE	FALSE	FALSE	FALSE
76	Bacteroides_salyersiae	0	FALSE	FALSE	FALSE	FALSE
77	Fusicatenibacter_saccharivorans	0	FALSE	FALSE	FALSE	FALSE
78	Anaerobutyricum_hallii	0	FALSE	FALSE	FALSE	FALSE
79	Clostridium_fessum	0	FALSE	FALSE	FALSE	FALSE
80	Lachnospira_eligens	0	FALSE	FALSE	FALSE	FALSE
81	Clostridium_sp_AF34_10BH	0	FALSE	FALSE	FALSE	FALSE
82	Eubacterium_sp_AF16_48	0	FALSE	FALSE	FALSE	FALSE
83	Lachnospiraceae_bacterium_BX3	0	FALSE	FALSE	FALSE	FALSE
84	Streptococcus_salivarius	1	FALSE	FALSE	FALSE	FALSE
85	Clostridiaceae_unclassified_SGB4771	0	FALSE	FALSE	FALSE	FALSE
86	Haemophilus_parainfluenzae	0	FALSE	FALSE	FALSE	FALSE
87	Bacteroides_clarus	0	FALSE	FALSE	FALSE	FALSE
88	Roseburia_hominis	0	FALSE	FALSE	FALSE	FALSE
89	Blautia_SGB4815	0	FALSE	FALSE	FALSE	FALSE
90	Parasutterella_excrementihominis	0	FALSE	FALSE	FALSE	FALSE
91	GGB9712_SGB15244	0	FALSE	FALSE	FALSE	FALSE
92	Clostridium_sp_AF20_17LB	0	FALSE	FALSE	FALSE	FALSE
93	Clostridium_sp_AM22_11AC	0	FALSE	FALSE	FALSE	FALSE
94	Clostridiaceae_bacterium_AF18_31LB	0	FALSE	FALSE	FALSE	FALSE
95	Clostridiaceae_bacterium_Marseille_Q4149	5	FALSE	FALSE	FALSE	FALSE
96	Collinsella_SGB14861	0	FALSE	FALSE	FALSE	FALSE
97	Lacrimispora_celerecrescens	0	FALSE	FALSE	FALSE	FALSE
98	Roseburia_sp_AM16_25	0	FALSE	FALSE	FALSE	FALSE
99	Clostridium_sp_AF36_4	0	FALSE	FALSE	FALSE	FALSE
100	Oscillospiraceae_bacterium_Marseille_Q3528	1	FALSE	FALSE	FALSE	FALSE
101	Dysosmobacter_sp_BX15	0	FALSE	FALSE	FALSE	FALSE
102	Coprobacter_fastidiosus	0	FALSE	FALSE	FALSE	FALSE
103	Coprococcus_catus	0	FALSE	FALSE	FALSE	FALSE
104	Butyricicoccus_sp_AM29_23AC	0	FALSE	FALSE	FALSE	FALSE
105	Dorea_sp_AF24_7LB	0	FALSE	FALSE	FALSE	FALSE
106	GGB2982_SGB3964	0	FALSE	FALSE	FALSE	FALSE
107	Coprococcus_SGB4669	0	FALSE	FALSE	FALSE	FALSE
108	Faecalibacterium_SGB15346	0	FALSE	FALSE	FALSE	FALSE
109	Catenibacterium_SGB4425	0	FALSE	FALSE	FALSE	FALSE
110	Clostridium_sp_AF34_13	0	FALSE	FALSE	FALSE	FALSE
111	Eubacterium_ramulus	0	FALSE	FALSE	FALSE	FALSE
112	Alistipes_shahii	0	FALSE	FALSE	FALSE	FALSE
113	GGB80011_SGB15267	0	FALSE	FALSE	FALSE	FALSE
114	GGB2653_SGB3574	0	FALSE	FALSE	FALSE	FALSE
115	Clostridium_sp_AM33_3	0	FALSE	FALSE	FALSE	FALSE
116	Blautia_massiliensis	0	FALSE	FALSE	FALSE	FALSE
117	GGB9708_SGB15233	0	FALSE	FALSE	FALSE	FALSE
118	Lacrimispora_amygdalina	0	FALSE	FALSE	FALSE	FALSE
119	Blautia_glucerasea	0	FALSE	FALSE	FALSE	FALSE
120	Agathobaculum_butyriciproducens	0	FALSE	FALSE	FALSE	FALSE
121	Alistipes_onderdonkii	0	FALSE	FALSE	FALSE	FALSE
122	Clostridiaceae_bacterium_Marseille_Q4143	1	FALSE	FALSE	FALSE	FALSE
123	Parasutterella_SGB9260	0	FALSE	FALSE	FALSE	FALSE
124	GGB33469_SGB15236	0	FALSE	FALSE	FALSE	FALSE
125	Turicibacter_bilis	1	FALSE	FALSE	FALSE	FALSE
126	GGB79734_SGB15291	0	FALSE	FALSE	FALSE	FALSE
127	Hydrogenoanaerobacterium_saccharovorans	0	FALSE	FALSE	FALSE	FALSE
128	Desulfovibrio_piger	0	FALSE	FALSE	FALSE	FALSE
129	Oscillibacter_sp_ER4	0	FALSE	FALSE	FALSE	FALSE
130	Clostridiales_Family_XIII_bacterium_BX16	0	FALSE	FALSE	FALSE	FALSE
131	GGB4578_SGB6328	1	FALSE	FALSE	FALSE	FALSE
132	GGB9713_SGB15249	0	FALSE	FALSE	FALSE	FALSE
133	Klebsiella_pneumoniae	0	FALSE	FALSE	FALSE	FALSE
134	GGB9602_SGB15028	0	FALSE	FALSE	FALSE	FALSE
135	Oscillospiraceae_unclassified_SGB15256	0	FALSE	FALSE	FALSE	FALSE
136	Roseburia_sp_AF02_12	0	FALSE	FALSE	FALSE	FALSE
137	GGB9602_SGB15031	0	FALSE	FALSE	FALSE	FALSE
138	Waltera_intestinalis	0	FALSE	FALSE	FALSE	FALSE
139	Dorea_sp_AF36_15AT	0	FALSE	FALSE	FALSE	FALSE
140	Bilophila_wadsworthia	0	FALSE	FALSE	FALSE	FALSE
141	Romboutsia_timonensis	0	FALSE	FALSE	FALSE	FALSE
142	Clostridium_SGB4751	0	FALSE	FALSE	FALSE	FALSE
143	Lachnospiraceae_bacterium_Marseille_Q4251	0	FALSE	FALSE	FALSE	FALSE
144	Bifidobacterium_longum	120	FALSE	FALSE	FALSE	FALSE
145	Negativibacillus_massiliensis	0	FALSE	FALSE	FALSE	FALSE
146	GGB9699_SGB15216	0	FALSE	FALSE	FALSE	FALSE
147	Sutterella_wadsworthensis	0	FALSE	FALSE	FALSE	FALSE
148	Clostridium_sp_AF27_2AA	0	FALSE	FALSE	FALSE	FALSE
149	Lachnospiraceae_bacterium_OM04_12BH	0	FALSE	FALSE	FALSE	FALSE
150	GGB9634_SGB15093	0	FALSE	FALSE	FALSE	FALSE
151	GGB9293_SGB14250	0	FALSE	FALSE	FALSE	FALSE
152	Clostridium_SGB4750	0	FALSE	FALSE	FALSE	FALSE
153	GGB9707_SGB15229	0	FALSE	FALSE	FALSE	FALSE
154	Roseburia_intestinalis	0	FALSE	FALSE	FALSE	FALSE
155	GGB9760_SGB15374	0	FALSE	FALSE	FALSE	FALSE
156	Alistipes_communis	0	FALSE	FALSE	FALSE	FALSE
157	Bifidobacterium_adolescentis	80	FALSE	FALSE	FALSE	FALSE
158	Prevotella_copri_clade_C	0	FALSE	FALSE	FALSE	FALSE
159	Ruminococcus_callidus	0	FALSE	FALSE	FALSE	FALSE
160	Prevotella_copri_clade_A	0	FALSE	FALSE	FALSE	FALSE
161	Collinsella_aerofaciens	0	FALSE	FALSE	FALSE	FALSE
162	Gemmiger_formicilis	0	FALSE	FALSE	FALSE	FALSE
163	Bacteroides_thetaiotaomicron	0	FALSE	FALSE	FALSE	FALSE
164	Bacteroides_fragilis	0	FALSE	FALSE	FALSE	FALSE
165	GGB9760_SGB15373	0	FALSE	FALSE	FALSE	FALSE
166	Anaerotignum_faecicola	0	FALSE	FALSE	FALSE	FALSE
167	GGB13493_SGB15238	0	FALSE	FALSE	FALSE	FALSE
168	GGB9759_SGB15370	0	FALSE	FALSE	FALSE	FALSE
169	Alistipes_senegalensis	0	FALSE	FALSE	FALSE	FALSE
170	Desulfovibrio_SGB5076	0	FALSE	FALSE	FALSE	FALSE
171	GGB33928_SGB15225	0	FALSE	FALSE	FALSE	FALSE
172	Alistipes_indistinctus	0	FALSE	FALSE	FALSE	FALSE
173	Streptococcus_parasanguinis	14	FALSE	FALSE	FALSE	FALSE
174	GGB9627_SGB15081	0	FALSE	FALSE	FALSE	FALSE
175	Clostridiales_bacterium	0	FALSE	FALSE	FALSE	FALSE
176	Eubacteriales_unclassified_SGB15145	0	FALSE	FALSE	FALSE	FALSE
177	GGB80011_SGB15265	0	FALSE	FALSE	FALSE	FALSE
178	GGB2998_SGB3988	0	FALSE	FALSE	FALSE	FALSE
179	GGB9614_SGB15049	0	FALSE	FALSE	FALSE	FALSE
180	Rheinheimera_SGB14999	0	FALSE	FALSE	FALSE	FALSE
181	Vescimonas_coprocola	0	FALSE	FALSE	FALSE	FALSE
182	Flavonifractor_plautii	0	FALSE	FALSE	FALSE	FALSE
183	Collinsella_SGB4121	0	FALSE	FALSE	FALSE	FALSE
184	Veillonella_dispar	0	FALSE	FALSE	FALSE	FALSE
185	GGB9616_SGB15051	0	FALSE	FALSE	FALSE	FALSE
186	Anaerotruncus_colihominis	0	FALSE	FALSE	FALSE	FALSE
187	Veillonella_parvula	0	FALSE	FALSE	FALSE	FALSE
188	Gemmiger_SGB15295	0	FALSE	FALSE	FALSE	FALSE
189	Phocaeicola_SGB6473	0	FALSE	FALSE	FALSE	FALSE
190	Dysosmobacter_welbionis	0	FALSE	FALSE	FALSE	FALSE
191	Clostridium_leptum	0	FALSE	FALSE	FALSE	FALSE
192	Veillonella_atypica	0	FALSE	FALSE	FALSE	FALSE
193	Eggerthella_lenta	0	FALSE	FALSE	FALSE	FALSE
194	Bifidobacterium_pseudocatenulatum	0	FALSE	FALSE	FALSE	FALSE
195	GGB3278_SGB4328	1	FALSE	FALSE	FALSE	FALSE
196	Prevotella_stercorea	0	FALSE	FALSE	FALSE	FALSE
197	GGB3304_SGB4367	0	FALSE	FALSE	FALSE	FALSE
198	Phocaeicola_plebeius	0	FALSE	FALSE	FALSE	FALSE
199	Lachnospira_pectinoschiza	0	FALSE	FALSE	FALSE	FALSE
200	Anaerobutyricum_soehngenii	0	FALSE	FALSE	FALSE	FALSE
201	GGB51647_SGB4348	0	FALSE	FALSE	FALSE	FALSE
202	Butyricimonas_faecihominis	0	FALSE	FALSE	FALSE	FALSE
203	GGB3109_SGB4119	0	FALSE	FALSE	FALSE	FALSE
204	Lawsonibacter_asaccharolyticus	0	FALSE	FALSE	FALSE	FALSE
205	GGB6569_SGB9281	0	FALSE	FALSE	FALSE	FALSE
206	Dysosmobacter_sp_NSJ_60	0	FALSE	FALSE	FALSE	FALSE
207	Intestinimonas_butyriciproducens	0	FALSE	FALSE	FALSE	FALSE
208	Enterocloster_citroniae	0	FALSE	FALSE	FALSE	FALSE
209	Hungatella_hathewayi	0	FALSE	FALSE	FALSE	FALSE
210	GGB9708_SGB15234	0	FALSE	FALSE	FALSE	FALSE
211	GGB9524_SGB14924	0	FALSE	FALSE	FALSE	FALSE
212	GGB3321_SGB4394	0	FALSE	FALSE	FALSE	FALSE
213	Enterocloster_aldenensis	0	FALSE	FALSE	FALSE	FALSE
214	GGB9534_SGB14937	0	FALSE	FALSE	FALSE	FALSE
215	Streptococcus_australis	0	FALSE	FALSE	FALSE	FALSE
216	Ruthenibacterium_lactatiformans	0	FALSE	FALSE	FALSE	FALSE
217	GGB9595_SGB15019	0	FALSE	FALSE	FALSE	FALSE
218	Enterocloster_bolteae	0	FALSE	FALSE	FALSE	FALSE
219	Clostridium_butyricum	0	FALSE	FALSE	FALSE	FALSE
220	Allisonella_histaminiformans	0	FALSE	FALSE	FALSE	FALSE
221	GGB47687_SGB2286	0	FALSE	FALSE	FALSE	FALSE
222	GGB9619_SGB15067	0	FALSE	FALSE	FALSE	FALSE
223	Clostridium_symbiosum	0	FALSE	FALSE	FALSE	FALSE
224	Eisenbergiella_tayi	0	FALSE	FALSE	FALSE	FALSE
225	Clostridium_scindens	0	FALSE	FALSE	FALSE	FALSE
226	GGB9719_SGB15272	0	FALSE	FALSE	FALSE	FALSE
227	Bacteroides_nordii	0	FALSE	FALSE	FALSE	FALSE
228	Erysipelatoclostridium_ramosum	1	FALSE	FALSE	FALSE	FALSE
229	GGB9593_SGB15015	0	FALSE	FALSE	FALSE	FALSE
230	Anaeromassilibacillus_sp_An250	0	FALSE	FALSE	FALSE	FALSE
231	Bifidobacterium_dentium	0	FALSE	FALSE	FALSE	FALSE
232	Ruminococcus_sp_BSD2780120874_150323_B10	0	FALSE	FALSE	FALSE	FALSE
233	GGB3175_SGB4191	0	FALSE	FALSE	FALSE	FALSE
234	Eubacterium_sp_AF34_35BH	0	FALSE	FALSE	FALSE	FALSE
235	Parabacteroides_goldsteinii	0	FALSE	FALSE	FALSE	FALSE
236	Adlercreutzia_equolifaciens	0	FALSE	FALSE	FALSE	FALSE
237	Alistipes_sp_AF17_16	0	FALSE	FALSE	FALSE	FALSE
238	Alistipes_finegoldii	0	FALSE	FALSE	FALSE	FALSE
239	Alistipes_ihumii	0	FALSE	FALSE	FALSE	FALSE
240	Evtepia_gabavorous	0	FALSE	FALSE	FALSE	FALSE
241	Ruminococcus_gnavus	0	FALSE	FALSE	FALSE	FALSE
242	Holdemania_filiformis	0	FALSE	FALSE	FALSE	FALSE
243	Mediterraneibacter_glycyrrhizinilyticus	0	FALSE	FALSE	FALSE	FALSE
244	Clostridiaceae_bacterium_Marseille_Q3526	0	FALSE	FALSE	FALSE	FALSE
245	Clostridium_sp_AT4	0	FALSE	FALSE	FALSE	FALSE
246	Clostridia_bacterium_UC5_1_1D1	0	FALSE	FALSE	FALSE	FALSE
247	GGB1495_SGB2071	0	FALSE	FALSE	FALSE	FALSE
248	GGB3819_SGB5184	0	FALSE	FALSE	FALSE	FALSE
249	Butyricimonas_SGB15260	0	FALSE	FALSE	FALSE	FALSE
250	Phocaeicola_coprocola	35	FALSE	FALSE	FALSE	FALSE
251	Tyzzerella_nexilis	0	FALSE	FALSE	FALSE	FALSE
252	Bacteroides_eggerthii	0	FALSE	FALSE	FALSE	FALSE
253	Acidaminococcus_intestini	0	FALSE	FALSE	FALSE	FALSE
254	GGB3363_SGB4448	0	FALSE	FALSE	FALSE	FALSE
255	Blautia_stercoris	0	FALSE	FALSE	FALSE	FALSE
256	GGB3490_SGB4664	0	FALSE	FALSE	FALSE	FALSE
257	Bacteroides_intestinalis	0	FALSE	FALSE	FALSE	FALSE
258	GGB79973_SGB14341	0	FALSE	FALSE	FALSE	FALSE
259	Butyricicoccus_SGB14990	1	FALSE	FALSE	FALSE	FALSE
260	Enterobacter_hormaechei	0	FALSE	FALSE	FALSE	FALSE
261	Parabacteroides_johnsonii	0	FALSE	FALSE	FALSE	FALSE
262	Sanguibacter_SGB15121	0	FALSE	FALSE	FALSE	FALSE
263	Vescimonas_SGB15087	0	FALSE	FALSE	FALSE	FALSE
264	Sellimonas_intestinalis	0	FALSE	FALSE	FALSE	FALSE
265	Alistipes_dispar	0	FALSE	FALSE	FALSE	FALSE
266	GGB3363_SGB4447	0	FALSE	FALSE	FALSE	FALSE
267	Blautia_hansenii	0	FALSE	FALSE	FALSE	FALSE
268	Monoglobus_pectinilyticus	0	FALSE	FALSE	FALSE	FALSE
269	Ruminococcus_SGB4421	0	FALSE	FALSE	FALSE	FALSE
270	Megamonas_funiformis	149	FALSE	FALSE	FALSE	FALSE
271	Dialister_hominis	0	FALSE	FALSE	FALSE	FALSE
272	Veillonella_tobetsuensis	1	FALSE	FALSE	FALSE	FALSE
273	Citrobacter_freundii	0	FALSE	FALSE	FALSE	FALSE
274	Faecalimonas_umbilicata	0	FALSE	FALSE	FALSE	FALSE
275	Enterocloster_clostridioformis	0	FALSE	FALSE	FALSE	FALSE
276	Mesosutterella_multiformis	0	FALSE	FALSE	FALSE	FALSE
277	Ruminococcus_sp_AF13_28	0	FALSE	FALSE	FALSE	FALSE
278	Clostridium_sp_AM42_4	0	FALSE	FALSE	FALSE	FALSE
279	Megasphaera_sp_NM10	1	FALSE	FALSE	FALSE	FALSE
