"","SRR13836080","SRR13836083","SRR13836084","SRR13836072","SRR13836096","SRR13836087","SRR13836060","SRR13836071","SRR13836058","SRR13836094","SRR13836073","SRR13836091","SRR13836174","SRR13836161","SRR13836175","SRR13836156","SRR13836177","SRR13836164","SRR13836138","SRR13836131","SRR13836147","SRR13836176","SRR13836143","SRR13836148","SRR13836145","SRR13836160"
"Firmicutes_bacterium_AF16_15",0.00197174829805154,0.0446341807043338,0.000751510455040613,7.88892653334714e-05,0,0,0,0.0565471989589259,0,0,0.00192297375165882,0.00393601683700756,0.000733985179003815,0,0.0103997925056353,8.38840133291191e-05,0.000445253940619924,0.00982038625934384,0,0.000293703689162584,0.012277496210807,0,0.00722979964816197,1.46776247888071e-05,0,0.00437392847244764
"Bacteroides_caccae",0.0179316238018457,0.040029003190967,0.00109042874817187,0.00140895551026153,0.000205024120831577,0.0430080900986602,7.61653050601764e-05,0.00618973649707135,0.000218491111814512,0.406764996797431,0.0221846946892591,0.0442432895773004,0.032236447311866,6.61282210827753e-05,0.0190060908876914,0.133015807481492,0.0290705339309074,0.016474605893482,0.055282447623571,0.000341211661234679,0.013712173987961,0.00310146537616812,0.00231890097192371,0.305419030695484,0.000537489593551603,0.000238657732071776
"Ruminococcus_torques",0.000110987630652197,0.00244675354812715,0.00171010614987918,0.0135316500920879,0,0.0237898075084204,0,0.0770608386705243,0.000359452134133408,0.0793901882613361,0.00153586570816011,0.00251230847351457,0.00157555983791943,0.00220519552714984,0.00197819815321147,0.00629290136274981,0.00336803935627053,0.000358478178115582,0.00138658875487624,0,0.0131613915858801,0,0.00763528143406824,0.00785214034939882,0,0.0398822650924786
"GGB9342_SGB14306",0,0.000366598590520752,0,0,0,0.00313244541139804,0,0,0,0,0,0.00205701023089186,0.000932791446521995,0,0,0,0,0,0,0,0,0,0.00306538091629001,0,0,0
"Clostridium_sp_AF12_28",0.00017939050999232,0,0,0,0,0.00483914441142164,0,0,0,0,0,0,9.65043473113534e-06,0,0.00227338745787351,0,0.0015710433903915,0.00248303570670877,0,0,3.99623780936891e-05,0,0,0,0,0
"Bacteroides_finegoldii",0.00352240897230724,0.00143846987669545,0.00142789116219979,0,0,0.0232869650732522,0,0.000667775247165464,0,0,0.00763270087925145,0.00123900022493685,0.00561995738091835,0.277135798844164,0.0829073199465135,0,0.000102792489375673,0,0.646441574157828,8.27732805226172e-05,0.01256300550989,0.00098930139391923,0.000793078799996375,0,0.000620422882273469,0.000219486756188701
"GGB9359_SGB14334",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dorea_formicigenerans",0.000716325094757894,0.00039876427515047,0,0,0,0.000783393160928562,0,0.0261852176506904,0,0.000875484574044163,0.000477303723054318,0.000597482184570546,0,0,8.52198069904891e-05,0,0,0.000637722477833312,0,0.00170496752810221,0.000867897330313223,0,0.000880942746432616,0,0,0.001429326748944
"Veillonella_rogosae",0,0,5.75447648020143e-05,0,0,0.000829154423951815,0.0048326442852524,0,0.0217674032170825,0,0.00248200587373729,0,5.75914464684321e-06,0,0,0.00332213831338262,0,0,0,0,0,0,0,0,0,0
"Clostridium_sp_1001270J_160509_D11",0,0,0,0,0,0,0,0,0,0,0.00086910912056157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GGB9636_SGB15107",0,0,0,0,0,0.0336019517243591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
