feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
Bacteroides_faecis	Group	CTR	6.37620419629793	1.54496742502391	28	8	0.000335396653444492	0.0813098230164142
Bacteroides_ovatus	Group	CTR	5.480184495495	1.36923568179194	28	23	0.000464627560093796	0.0813098230164142
